,categoryId,channelId,channelTitle,channel_subscriber_count,channel_video_count,channel_view_count,commentCount,defaultAudioLanguage,definition,description,dislikeCount,duration,favoriteCount,likeCount,liveBroadcastContent,localized,privacyStatus,projection,publicStatsViewable,publishedAt,regionRestriction,tags,title,v_id,viewCount
56,17,UCLjIA86G23UwBgDE3OPfXZg,Tatul Axababyan,,,,43,,sd,"Manchester United vs Hull City 10.01.2017 goal Fellaini, Mata",25,PT5M5S,0,510,none,"{u'description': u'Manchester United vs Hull City 10.01.2017 goal Fellaini, Mata', u'title': u'Manchester United vs Hull City 2---0 EFL CUP Highlights 10.01.2017'}",public,rectangular,True,2017-01-11T09:34:57.000Z,,"[Manchester United vs Hull City, Manchester United, Fellaini, Henrikh Mkhitaryan, ՀԵՆՐԻԿ ՄԽԻԹԱՐՅԱՆ]",Manchester United vs Hull City 2---0 EFL CUP Highlights 10.01.2017,2hEPJY_bBOo,231962
57,,,,0,111,1456154,,,,,,,,,,,,,,,,,,,
58,17,UC1MYBtQ0Z6QY1Ue_Do6zPkg,Best Compilations,,,,15,zxx,hd,"VIDEO Pogba stupided: Handball, miss in Manchester United vs Liverpool  1 - 1
subscribe G+ https://goo.gl/HgMI6N
subscribe youtube https://goo.gl/xYemVv
----------------------------------------------
Thanks for watching!",4,PT1M17S,0,16,none,"{u'description': u'VIDEO Pogba stupided: Handball, miss in Manchester United vs Liverpool  1 - 1
subscribe G+ https://goo.gl/HgMI6N
subscribe youtube https://goo.gl/xYemVv
----------------------------------------------
Thanks for watching!', u'title': u'Pogba stupided: Handball, miss goal in Manchester United vs Liverpool  1 - 1'}",public,rectangular,True,2017-01-15T17:13:51.000Z,,"[Pogba stupided, Pogba stupided: Handball, miss goal, miss goal in Manchester United vs Liverpool 0 - 1]","Pogba stupided: Handball, miss goal in Manchester United vs Liverpool  1 - 1",Ng-yx45Bykc,4793
59,,,,0,33,599822,,,,,,,,,,,,,,,,,,,
60,23,UCMGFF56ot2kdABnBxCZbTwg,Club&Seal,,,,95,en,hd,"Benzema is a legend. Pogba... still undetermined. 
CHOOSE Giroud or Mkhitaryan? ► https://www.youtube.com/watch?v=A_CV8ScwS7A
Don't Miss The Next Video! Subscribe! ►► http://bit.ly/R1OEvsl
Check out our Pages! ▼
► Facebook Page - http://on.fb.me/1Qg1YIP
Twitter (Club) ► https://twitter.com/ClubsTwatter
Twitter (Seal) ►https://twitter.com/SealsTwitchter
►Funny Football/Soccer Moments playlist: http://tinyurl.com/hu95v34


For business inquiries: clubandseal(at)gmail.com

In this episode of sports vines, specifically soccer/football vines & Instagram videos, we examine the state of Pogba who is falling short of expectations. Paul has amazing skills but with only 4 goals to show for this season, his performance in this intense 1-1 tie vs Liverpool left Manchester United fans with a bitter taste and even further behind the league's leaders, Chelsea. We discuss the Ibrahimovic goal that occurred on January 15th that was potentially offside and take a look at one of Karim Benzema greatest goals. Arsenal fans are still left wondering what they did to be so low in the standings considering their pool of talent and their triumphant win vs Swansea City. Of course, there were tons of fails and bloopers to cover as well, later in the episode.

Will Jose Murinho transfer Pogba or will Paul learn to cope with the pressure? Zlatan believes in his teammate, but do you?

detailed video stats:
Manchester United vs Liverpool 1:1 All Goals Highlights Extended -- Manchester United Liverpool Jan, 15/2017

Goals: James Milner (penalty) 27, Zlatan Ibrahimovic 84
Paul Pogba 6' Yellow Card for Choking Henderson
Paul Pogba has a salary of: 15 million pounds dollars

Video Manchester United vs Liverpool 1-1 All Goals and Highlights , Goles Gol 14-01-2017

Manchester United vs Liverpool 1-1
Manchester united vs Liverpool

Manchester United vs Liverpool 1-1 Goles y Resumen
Manchester United 1 x 1 Liverpool Gols E melhores Momentos

Zlatan Ibrahimovic Goal
James Milner Goal

Liverpool vs manchester united
Man United vs Liverpool 1-1
Mu vs Liverpool 1-1
Man Utd vs liverpool 1-1

Cuplikan Gol Manchester United vs Liverpool 1-1 Pertandingan Liga Inggris Terbaru tadi malam

Football vines 
soccer vines
soccer instagram videos
football instagram videos
Thank you to these compilation creators:
Simmot
Igabrs

football vines football vines 2016 football vines with song names football vines celebrations Funny Football Vines, Soccer Football Vines, soccer vines, soccer vines with beat drops soccer vines 2016, soccer vines with song names, soccer vines funny, soccer vines 2016 with beat drops football songs, football skills football, soccer skills soccer goals soccer skills 2016 Funny Football soccer Funny Football vines Football Fails Comedy Football Throw-in Football",20,PT10M7S,0,719,none,"{u'description': u'Benzema is a legend. Pogba... still undetermined. 
CHOOSE Giroud or Mkhitaryan? ► https://www.youtube.com/watch?v=A_CV8ScwS7A
Don't Miss The Next Video! Subscribe! ►► http://bit.ly/R1OEvsl
Check out our Pages! ▼
► Facebook Page - http://on.fb.me/1Qg1YIP
Twitter (Club) ► https://twitter.com/ClubsTwatter
Twitter (Seal) ►https://twitter.com/SealsTwitchter
►Funny Football/Soccer Moments playlist: http://tinyurl.com/hu95v34


For business inquiries: clubandseal(at)gmail.com

In this episode of sports vines, specifically soccer/football vines & Instagram videos, we examine the state of Pogba who is falling short of expectations. Paul has amazing skills but with only 4 goals to show for this season, his performance in this intense 1-1 tie vs Liverpool left Manchester United fans with a bitter taste and even further behind the league's leaders, Chelsea. We discuss the Ibrahimovic goal that occurred on January 15th that was potentially offside and take a look at one of Karim Benzema greatest goals. Arsenal fans are still left wondering what they did to be so low in the standings considering their pool of talent and their triumphant win vs Swansea City. Of course, there were tons of fails and bloopers to cover as well, later in the episode.

Will Jose Murinho transfer Pogba or will Paul learn to cope with the pressure? Zlatan believes in his teammate, but do you?

detailed video stats:
Manchester United vs Liverpool 1:1 All Goals Highlights Extended -- Manchester United Liverpool Jan, 15/2017

Goals: James Milner (penalty) 27, Zlatan Ibrahimovic 84
Paul Pogba 6' Yellow Card for Choking Henderson
Paul Pogba has a salary of: 15 million pounds dollars

Video Manchester United vs Liverpool 1-1 All Goals and Highlights , Goles Gol 14-01-2017

Manchester United vs Liverpool 1-1
Manchester united vs Liverpool

Manchester United vs Liverpool 1-1 Goles y Resumen
Manchester United 1 x 1 Liverpool Gols E melhores Momentos

Zlatan Ibrahimovic Goal
James Milner Goal

Liverpool vs manchester united
Man United vs Liverpool 1-1
Mu vs Liverpool 1-1
Man Utd vs liverpool 1-1

Cuplikan Gol Manchester United vs Liverpool 1-1 Pertandingan Liga Inggris Terbaru tadi malam

Football vines 
soccer vines
soccer instagram videos
football instagram videos
Thank you to these compilation creators:
Simmot
Igabrs

football vines football vines 2016 football vines with song names football vines celebrations Funny Football Vines, Soccer Football Vines, soccer vines, soccer vines with beat drops soccer vines 2016, soccer vines with song names, soccer vines funny, soccer vines 2016 with beat drops football songs, football skills football, soccer skills soccer goals soccer skills 2016 Funny Football soccer Funny Football vines Football Fails Comedy Football Throw-in Football', u'title': u'Pogba has NO SKILL! Ibrahimovic Saves Manchester United ● SOCCER VINES ULTIMATE COMPILATION'}",public,rectangular,False,2017-01-16T23:34:57.000Z,,"[club, seal, review, commentary, reaction, funny, match of the day, pogba handball, man united vs, manchester vs liverpool, benzema goal, karim benzema skills, real madrid vs, soccer vines, vine compilation, sports vines, clips, zlatan, highlights, real madrid vs sevilla, football vines, Zlatan, Paul, Pogba, Amazing, Duo, United, 2017, Skills, Goals, Best, Zlatan ibrahimovic, Goal, Arsenal, milner penalty, pogba skills, pogba amazing goal, pogba top 10 goals, amazing skills, Manchester United, w2s]",Pogba has NO SKILL! Ibrahimovic Saves Manchester United ● SOCCER VINES ULTIMATE COMPILATION,WY2ovVvDRRQ,9783
61,,,,104067,380,25615192,,,,,,,,,,,,,,,,,,,
62,17,UC7w8GnTF2Sp3wldDMtCCtVw,FullTimeDEVILS,,,,782,,hd,"Adam McKola gives us his thoughts on Manchester United 1-1 Liverpool at Old Trafford. Was that Paul Pogba's worst game for us? Comment below!

Subscribe, FREE, for more MUFC: http://bit.ly/DEVILSsub
Subscribe to The Football Republic: http://bit.ly/1Nsw8Uq

Paul Pogba's Worst Game! | Manchester United 1-1 Liverpool | REVIEW

About FullTimeDEVILS:
We are YouTube's largest football fan channel, made for Manchester United fans and bringing you big match previews, post-match reaction and reviews, tactical analysis, player debates and much more! If you're a red, we want you to get involved; whatever you want to say about United you can say it in the comments below. And to become one of our Devil pundits and be on the shows,here's how you can get in touch:
Twitter: https://twitter.com/FullTimeDEVILS
Facebook: https://www.facebook.com/FullTimeDEVILS
G+: https://plus.google.com/+FullTimeDevils",88,PT4M6S,0,907,none,"{u'description': u'Adam McKola gives us his thoughts on Manchester United 1-1 Liverpool at Old Trafford. Was that Paul Pogba's worst game for us? Comment below!

Subscribe, FREE, for more MUFC: http://bit.ly/DEVILSsub
Subscribe to The Football Republic: http://bit.ly/1Nsw8Uq

Paul Pogba's Worst Game! | Manchester United 1-1 Liverpool | REVIEW

About FullTimeDEVILS:
We are YouTube's largest football fan channel, made for Manchester United fans and bringing you big match previews, post-match reaction and reviews, tactical analysis, player debates and much more! If you're a red, we want you to get involved; whatever you want to say about United you can say it in the comments below. And to become one of our Devil pundits and be on the shows,here's how you can get in touch:
Twitter: https://twitter.com/FullTimeDEVILS
Facebook: https://www.facebook.com/FullTimeDEVILS
G+: https://plus.google.com/+FullTimeDevils', u'title': u'Paul Pogba's Worst Game! | Manchester United 1-1 Liverpool | REVIEW'}",public,rectangular,True,2017-01-15T20:40:45.000Z,,"[Manchester United, Manchester, Man Utd, Football, Soccer, fulltimedevils, Andy Tate, Full Time Devils, Manchester United News, United, Man United, Mourinho, MUFC, Man United transfer news, Liverpool, Liverpool FC, Scousers, Manchester United 1-1 Liverpool, Man United 1-1 Liverpool, United 1-1 Liverpool, 1-1, Premier League, Old Trafford, Jurgen Klopp, Klopp, Jose Mourinho, Zlatan Ibrahimovic goal, Zlatan goal, Matip, Coutinho, goals, goal, highlights, live stream, live, stream, vs]",Paul Pogba's Worst Game! | Manchester United 1-1 Liverpool | REVIEW,rM7SmmT5pGQ,34372
63,,,,325143,3883,121613952,,,,,,,,,,,,,,,,,,,
64,17,UCDJ1Zb5PCGqJFeoAcxAoV7g,JustFootball,,,,68,en-GB,hd,"Video made by JustFootball.
Subscribe to my channel for more videos
https://www.youtube.com/c/JustFootballChannel?sub_confirmation=1

Manchester City 2-3 Manchester United [ 2012 / 2013 ]

Robin van Persie's deflected injury-time free-kick gave Manchester United a dramatic 3-2 derby win over Manchester City.

MC: Y Toure (60), P Zabaleta (86)
MU: W Rooney (16, 29), R van Persie (90+2)",54,PT12M57S,0,692,none,"{u'description': u'Video made by JustFootball.
Subscribe to my channel for more videos
https://www.youtube.com/c/JustFootballChannel?sub_confirmation=1

Manchester City 2-3 Manchester United [ 2012 / 2013 ]

Robin van Persie's deflected injury-time free-kick gave Manchester United a dramatic 3-2 derby win over Manchester City.

MC: Y Toure (60), P Zabaleta (86)
MU: W Rooney (16, 29), R van Persie (90+2)', u'title': u'Manchester City 2-3 Manchester United [ 2012 / 2013 ]'}",public,rectangular,True,2017-01-13T16:00:06.000Z,,"[JustFootball, Manchester City 2-3 Manchester United, man city 2-3 man utd, manchester city, manchester united, man city, man united, city vs united, man utd, city vs united 2-3, motd, manchester vs city, manchester united vs, manchester, manchester city vs, manchester united city, man city man united 2012]",Manchester City 2-3 Manchester United [ 2012 / 2013 ],zX-gEzP0u1s,156752
65,,,,6611,135,2351681,,,,,,,,,,,,,,,,,,,
66,22,UCR2cqs4UUcbsL_WEi4V94fA,Aveshramsarup,,,,2,,sd,#manchesterunited #rio #goal #fan #player #ferdinand #football #liverpool #mufc,1,PT13S,0,31,none,"{u'description': u'#manchesterunited #rio #goal #fan #player #ferdinand #football #liverpool #mufc', u'title': u'Rio Ferdinand Reaction to Manchester United Goal'}",public,rectangular,True,2017-01-15T18:12:58.000Z,,,Rio Ferdinand Reaction to Manchester United Goal,0GIKFZBeHwM,20559
67,,,,1,32,12210,,,,,,,,,,,,,,,,,,,
68,17,UC7w8GnTF2Sp3wldDMtCCtVw,FullTimeDEVILS,,,,715,,hd,"Gaz gives us his thoughts on Manchester United 1-1 Liverpool and that this Liverpool team is mid-table level. Have your say, comment below! 

Subscribe, FREE, for more MUFC: http://bit.ly/DEVILSsub
Subscribe to The Football Republic: http://bit.ly/1Nsw8Uq

About FullTimeDEVILS:
We are YouTube's largest football fan channel, made for Manchester United fans and bringing you big match previews, post-match reaction and reviews, tactical analysis, player debates and much more! If you're a red, we want you to get involved; whatever you want to say about United you can say it in the comments below. And to become one of our Devil pundits and be on the shows,here's how you can get in touch:
Twitter: https://twitter.com/FullTimeDEVILS
Facebook: https://www.facebook.com/FullTimeDEVILS
G+: https://plus.google.com/+FullTimeDevils",224,PT4M18S,0,865,none,"{u'description': u'Gaz gives us his thoughts on Manchester United 1-1 Liverpool and that this Liverpool team is mid-table level. Have your say, comment below! 

Subscribe, FREE, for more MUFC: http://bit.ly/DEVILSsub
Subscribe to The Football Republic: http://bit.ly/1Nsw8Uq

About FullTimeDEVILS:
We are YouTube's largest football fan channel, made for Manchester United fans and bringing you big match previews, post-match reaction and reviews, tactical analysis, player debates and much more! If you're a red, we want you to get involved; whatever you want to say about United you can say it in the comments below. And to become one of our Devil pundits and be on the shows,here's how you can get in touch:
Twitter: https://twitter.com/FullTimeDEVILS
Facebook: https://www.facebook.com/FullTimeDEVILS
G+: https://plus.google.com/+FullTimeDevils', u'title': u'Mid Table Team! | Manchester United 1-1 Liverpool | FANCAM'}",public,rectangular,True,2017-01-15T21:12:47.000Z,,"[Manchester United, Manchester, Man Utd, Football, Soccer, fulltimedevils, Andy Tate, Full Time Devils, Manchester United News, Transfer News, United, Man United, Mourinho, Man United transfer news, Liverpool, Liverpool FC, Scousers, Manchester United 1-1 Liverpool, Man United 1-1 Liverpool, United 1-1 Liverpool, 1-1, Premier League, Old Trafford, Jurgen Klopp, Klopp, Jose Mourinho, Zlatan Ibrahimovic goal, Zlatan goal, Matip, Coutinho, goals, goal, highlights, live stream, live, stream, vs]",Mid Table Team! | Manchester United 1-1 Liverpool | FANCAM,Y5uZDY5f3qA,41575
69,,,,325143,3883,121613952,,,,,,,,,,,,,,,,,,,
70,17,UC7w8GnTF2Sp3wldDMtCCtVw,FullTimeDEVILS,,,,709,,hd,"Howson spoke to us after Manchester United 1-1 Liverpool watch out for the guy falling over AND a cameo from Sir Bobby Charlton! 

Subscribe, FREE, for more MUFC: http://bit.ly/DEVILSsub
Subscribe to The Football Republic: http://bit.ly/1Nsw8Uq

About FullTimeDEVILS:
We are YouTube's largest football fan channel, made for Manchester United fans and bringing you big match previews, post-match reaction and reviews, tactical analysis, player debates and much more! If you're a red, we want you to get involved; whatever you want to say about United you can say it in the comments below. And to become one of our Devil pundits and be on the shows,here's how you can get in touch:
Twitter: https://twitter.com/FullTimeDEVILS
Facebook: https://www.facebook.com/FullTimeDEVILS
G+: https://plus.google.com/+FullTimeDevils",98,PT7M52S,0,1067,none,"{u'description': u'Howson spoke to us after Manchester United 1-1 Liverpool watch out for the guy falling over AND a cameo from Sir Bobby Charlton! 

Subscribe, FREE, for more MUFC: http://bit.ly/DEVILSsub
Subscribe to The Football Republic: http://bit.ly/1Nsw8Uq

About FullTimeDEVILS:
We are YouTube's largest football fan channel, made for Manchester United fans and bringing you big match previews, post-match reaction and reviews, tactical analysis, player debates and much more! If you're a red, we want you to get involved; whatever you want to say about United you can say it in the comments below. And to become one of our Devil pundits and be on the shows,here's how you can get in touch:
Twitter: https://twitter.com/FullTimeDEVILS
Facebook: https://www.facebook.com/FullTimeDEVILS
G+: https://plus.google.com/+FullTimeDevils', u'title': u'Howson: Chase 'Em Down! | Manchester United 1-1 Liverpool | FANCAM'}",public,rectangular,True,2017-01-15T21:53:28.000Z,,"[Manchester United, Manchester, Man Utd, Football, fulltimedevils, Andy Tate, Full Time Devils, Manchester United News, Transfer News, United, Man United, Mourinho, MUFC, Liverpool, Liverpool FC, Scousers, Manchester United 1-1 Liverpool, Man United 1-1 Liverpool, United 1-1 Liverpool, 1-1, Premier League, Old Trafford, Jurgen Klopp, Klopp, Jose Mourinho, Zlatan Ibrahimovic goal, Zlatan goal, Matip, Coutinho, goals, goal, highlights, live stream, live, stream, vs]",Howson: Chase 'Em Down! | Manchester United 1-1 Liverpool | FANCAM,4lM9fqcB6X0,50879
71,,,,325143,3883,121613952,,,,,,,,,,,,,,,,,,,
72,22,UCCoJQBuB1MFqIGrkpZywblw,CANAL GOL,,,,12,,sd,"GOLS MANCHESTER UNITED 1 X 1 LIVERPOOL (CAMPEONATO INGLES ) 15/01/2017 GOLS MANCHESTER UNITED 1 X 1 LIVERPOOL (CAMPEONATO INGLES ) 15/01/2017 GOLS MANCHESTER UNITED 1 X 1 LIVERPOOL (CAMPEONATO INGLES ) 15/01/2017 GOLS MANCHESTER UNITED 1 X 1 LIVERPOOL (CAMPEONATO INGLES ) 15/01/2017



GOALS MANCHESTER UNITED 1 X 1 LIVERPOOL ,GOLS MANCHESTER UNITED 1 X  1 LIVERPOOL,GOLOS MANCHESTER UNITED 1 X 1 LIVERPOOL,MANCHESTER UNITED GOALS,LIVERPOOL GOALS,15/01/2017,MANCHESTER UNITED - LIVERPOOL,PREMIER LEAGUE GOALS,LIGA INGLESA ,MANCHESTER UNITED X LIVERPOOL,PREMIER,PREMIER LEAGUE,MANCHESTER VS LIVERPOOL,GOLS MANCHESTER UNITED 1 X  1 LIVERPOOL,GOLOS MANCHESTER UNITED 1 X 1 LIVERPOOL,MANCHESTER UNITED GOALS,LIVERPOOL GOALS,15/01/2017,MANCHESTER UNITED - LIVERPOOL,PREMIER LEAGUE GOALS,LIGA INGLESA ,MANCHESTER UNITED X LIVERPOOL,PREMIER,PREMIER LEAGUE,MANCHESTER VS LIVERPOOL,GOLES MANCHESTER UNITED 1 X 1 LIVERPOOL,GOLS MANCHESTER UNITED,GOLS LIVERPOOL,",4,PT6M42S,0,161,none,"{u'description': u'GOLS MANCHESTER UNITED 1 X 1 LIVERPOOL (CAMPEONATO INGLES ) 15/01/2017 GOLS MANCHESTER UNITED 1 X 1 LIVERPOOL (CAMPEONATO INGLES ) 15/01/2017 GOLS MANCHESTER UNITED 1 X 1 LIVERPOOL (CAMPEONATO INGLES ) 15/01/2017 GOLS MANCHESTER UNITED 1 X 1 LIVERPOOL (CAMPEONATO INGLES ) 15/01/2017



GOALS MANCHESTER UNITED 1 X 1 LIVERPOOL ,GOLS MANCHESTER UNITED 1 X  1 LIVERPOOL,GOLOS MANCHESTER UNITED 1 X 1 LIVERPOOL,MANCHESTER UNITED GOALS,LIVERPOOL GOALS,15/01/2017,MANCHESTER UNITED - LIVERPOOL,PREMIER LEAGUE GOALS,LIGA INGLESA ,MANCHESTER UNITED X LIVERPOOL,PREMIER,PREMIER LEAGUE,MANCHESTER VS LIVERPOOL,GOLS MANCHESTER UNITED 1 X  1 LIVERPOOL,GOLOS MANCHESTER UNITED 1 X 1 LIVERPOOL,MANCHESTER UNITED GOALS,LIVERPOOL GOALS,15/01/2017,MANCHESTER UNITED - LIVERPOOL,PREMIER LEAGUE GOALS,LIGA INGLESA ,MANCHESTER UNITED X LIVERPOOL,PREMIER,PREMIER LEAGUE,MANCHESTER VS LIVERPOOL,GOLES MANCHESTER UNITED 1 X 1 LIVERPOOL,GOLS MANCHESTER UNITED,GOLS LIVERPOOL,', u'title': u'GOLS MANCHESTER UNITED 1 X 1 LIVERPOOL (CAMPEONATO INGLES ) 15/01/2017'}",public,rectangular,True,2017-01-15T18:07:18.000Z,,"[GOLS MANCHESTER UNITED 1 X 1 LIVERPOOL, GOLOS MANCHESTER UNITED 1 X 1 LIVERPOOL, MANCHESTER UNITED GOALS, LIVERPOOL GOALS, 15/01/2017, MANCHESTER UNITED - LIVERPOOL, PREMIER LEAGUE GOALS, LIGA INGLESA, MANCHESTER UNITED X LIVERPOOL, PREMIER, PREMIER LEAGUE, MANCHESTER VS LIVERPOOL, GOLES MANCHESTER UNITED 1 X 1 LIVERPOOL, GOLS MANCHESTER UNITED, GOLS LIVERPOOL]",GOLS MANCHESTER UNITED 1 X 1 LIVERPOOL (CAMPEONATO INGLES ) 15/01/2017,zg4jWFTxeW4,29372
73,,,,0,102,913094,,,,,,,,,,,,,,,,,,,
74,17,UCmfOWyP4sS2L4GQYLlLyMTQ,TomSportsHeaven,,,,59,en-GB,hd,"►Manchester United 1-1 Liverpool - Zlatan Ibrahimovic Post Match Interview - ""We are there in the Race""
►Manchester United 1-1 Liverpool Analysis: https://www.youtube.com/watch?v=SEiKx9mFieU
►Subscribe for more videos: http://www.youtube.com/user/fifacommunityforyou?sub_confirmation=1
►Video credits to: https://www.youtube.com/channel/UCYXHZH-tPbiHHEqBFGrccGA
►Biggest January Transfers 2017 - Premier League & China to spend crazy: https://www.youtube.com/watch?v=LGyiHU9QxZE
►New PES 2017 Liverpool episode: https://www.youtube.com/watch?v=sPOA5-D1-ig
►FIFA 17 CHANNEL: https://www.youtube.com/user/TomLFCHeaven 
►Follow me: https://twitter.com/#!/TomLFCHeaven 
►Add me on Facebook: http://www.facebook.com/TomLFCHeaven?sk=wall 
►Instagram: http://instagram.com/tomlfcheaven
►Playlists of all my video series: https://www.youtube.com/user/FifaCommunityForYou/playlists

I upload Football Match Reviews & Analysis videos & gaming videos, Subscribe & enjoy the videos! :) 

Send any Business Inquiries to: TomLFCHeaven@gmail.com

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use..",29,PT1M50S,0,172,none,"{u'description': u'►Manchester United 1-1 Liverpool - Zlatan Ibrahimovic Post Match Interview - ""We are there in the Race""
►Manchester United 1-1 Liverpool Analysis: https://www.youtube.com/watch?v=SEiKx9mFieU
►Subscribe for more videos: http://www.youtube.com/user/fifacommunityforyou?sub_confirmation=1
►Video credits to: https://www.youtube.com/channel/UCYXHZH-tPbiHHEqBFGrccGA
►Biggest January Transfers 2017 - Premier League & China to spend crazy: https://www.youtube.com/watch?v=LGyiHU9QxZE
►New PES 2017 Liverpool episode: https://www.youtube.com/watch?v=sPOA5-D1-ig
►FIFA 17 CHANNEL: https://www.youtube.com/user/TomLFCHeaven 
►Follow me: https://twitter.com/#!/TomLFCHeaven 
►Add me on Facebook: http://www.facebook.com/TomLFCHeaven?sk=wall 
►Instagram: http://instagram.com/tomlfcheaven
►Playlists of all my video series: https://www.youtube.com/user/FifaCommunityForYou/playlists

I upload Football Match Reviews & Analysis videos & gaming videos, Subscribe & enjoy the videos! :) 

Send any Business Inquiries to: TomLFCHeaven@gmail.com

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use..', u'title': u'Manchester United 1-1 Liverpool - Zlatan Ibrahimovic Post Match Interview: ""We are in the Race""'}",public,rectangular,False,2017-01-15T18:22:38.000Z,,"[2016-17, Premier League, BPL, EPL, Sky Sports, BBC, MOTD, Sky, liverpool, goals, manchester united, Liverpool Man United, Liverpool - Man United, Man United 1-1 Liverpool, LFC vs Man United, Klopp, Mourinho, Jurgen Klopp, Jose Mourinho, Liverpool-Man United, Manchester United 1-1 Liverpool, Klopp vs Mourinho, LFC, Old Trafford, MUTD, MUTV, MUFC, BT Sport, ESPN, ESPN FC, Sky Sports Analysis, Milner, Milner penalty, Manchester united 1-1 Liverpool, Ibrahimovic, Ibrahimovic Interview]","Manchester United 1-1 Liverpool - Zlatan Ibrahimovic Post Match Interview: ""We are in the Race""",sW9jtdLotNA,41790
75,,,,19694,288,2379473,,,,,,,,,,,,,,,,,,,
76,17,UC9nq8hTJDF7rZh_-5ZDsfFg,colosimo99,,,,229,,hd,"Shoutout to CleanArts for some of the clips: https://www.youtube.com/cleanarts

C99 is now partnered with around-j.com/ Visit Around-J for all the latest Juventus news and stories, or contact them if you are interested in visiting Torino and watching a Juventus game!

2nd Channel: 
https://www.youtube.com/channel/UCaOJEiCFgMM_HWWnnzjDmNA
C99Tracks Channel: https://www.youtube.com/channel/UCRrQMOOEV_R_KXi5YcLTj-A

Facebook Page: https://www.facebook.com/colo99/
Twitter: https://twitter.com/dancolosimoo
Instagram: https://www.instagram.com/dancolosimoo/
www.colosimo99.com

I DO NOT OWN THE RIGHTS TO THE CLIPS OR MUSIC. ALL RIGHTS BELONG TO THEIR RESPECTFUL OWNERS. This video is not intended to violate any Condition of Use. Copyright Disclaimer Under Section 107 of Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use.",59,PT3M41S,0,3833,none,"{u'description': u'Shoutout to CleanArts for some of the clips: https://www.youtube.com/cleanarts

C99 is now partnered with around-j.com/ Visit Around-J for all the latest Juventus news and stories, or contact them if you are interested in visiting Torino and watching a Juventus game!

2nd Channel: 
https://www.youtube.com/channel/UCaOJEiCFgMM_HWWnnzjDmNA
C99Tracks Channel: https://www.youtube.com/channel/UCRrQMOOEV_R_KXi5YcLTj-A

Facebook Page: https://www.facebook.com/colo99/
Twitter: https://twitter.com/dancolosimoo
Instagram: https://www.instagram.com/dancolosimoo/
www.colosimo99.com

I DO NOT OWN THE RIGHTS TO THE CLIPS OR MUSIC. ALL RIGHTS BELONG TO THEIR RESPECTFUL OWNERS. This video is not intended to violate any Condition of Use. Copyright Disclaimer Under Section 107 of Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use.', u'title': u'Zlatan Ibrahimović - INSANE Manchester United Goals'}",public,rectangular,True,2017-01-14T01:12:31.000Z,{u'blocked': [u'IN']},"[juventus, juve, HD, colosimo99, ronaldo, messi, neymar, real, madrid, barcelona, bayern, skills, goals, tricks, assist, top, 10, amazing, pogba, ibrahimovich, hazard, arsenal, ozil, sanchez, diego, costa, liverpool, coutinho, manchester, united, city, aguero, champions, league, premier, highlights, 2017, dybala, higuain, buffon, insane, english commentary, crystal palace, swansea, europa league, premier league, sweden, vs, rooney]",Zlatan Ibrahimović - INSANE Manchester United Goals,68Z1FlMuais,101483
77,,,,190148,143,52128812,,,,,,,,,,,,,,,,,,,
